,ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Nonzero
43799,F00115294,342,1,0,2,15,16.0,12,3,7
43800,F00115301,342,1,0,2,30,15.0,13,2,7
43801,F00115302,375,1,0,2,5,16.0,10,2,7
43802,F00115303,375,1,0,2,10,7.0,14,2,7
43803,F00115304,375,1,0,2,10,,1,2,7
43804,F00115305,375,1,0,2,10,10.0,9,1,7
43805,F00115322,410,1,0,2,20,27.0,1,2,7
43806,F00115326,411,1,0,2,30,30.0,0,2,6
43807,F00115327,411,1,0,2,40,16.0,10,1,7
43808,F00115328,410,1,0,2,80,22.0,12,2,7
43809,F00115331,448,1,0,2,20,22.0,10,3,7
43810,F00115334,448,1,0,2,5,15.0,16,3,7
43811,F00115338,448,1,0,2,10,15.0,0,3,6
43812,F00115341,448,1,0,2,10,27.0,0,1,6
43813,F00115344,448,1,0,2,20,17.0,12,2,7
43814,F00115346,448,1,0,2,25,22.0,2,1,7
43815,F00115347,448,1,0,2,30,17.0,14,2,7
43816,F00115348,448,1,0,2,30,25.0,3,2,7
43817,F00115352,489,1,0,2,10,12.0,14,2,7
43818,F00115353,488,1,0,2,10,16.0,4,3,7
43819,F00115356,488,1,0,2,15,21.0,12,2,7
43820,F00115357,488,1,0,2,20,16.0,15,1,7
43821,F00115358,488,1,0,2,20,20.0,5,2,7
43822,F00115361,488,1,0,2,30,,17,3,7
43823,F00115364,488,1,0,2,40,20.0,2,2,7
43824,F00115365,488,1,0,2,60,22.0,7,2,7
43825,F00115368,531,1,0,2,5,29.0,0,2,6
43826,F00115370,531,1,0,2,10,20.0,8,2,7
43827,F00115372,531,1,0,2,30,16.0,10,1,7
43828,F00115374,531,1,0,2,40,9.0,18,2,7
43829,F00115376,577,1,0,2,5,5.0,6,1,7
43830,F00115378,577,1,0,2,5,18.0,12,2,7
43831,F00115379,577,1,0,2,5,22.0,12,2,7
43832,F00115383,577,1,0,2,10,,1,1,7
43833,F00115387,577,1,0,2,20,15.0,11,1,7
43834,F00115388,577,1,0,2,20,20.0,8,1,7
43835,F00115389,577,1,0,2,20,30.0,0,3,6
43836,F00115398,577,1,0,2,50,15.0,16,3,7
43837,F00115401,625,1,0,2,5,13.0,15,2,7
43838,F00115406,625,1,0,2,15,26.0,7,2,7
43839,F00115407,626,1,0,2,15,28.0,5,2,7
43840,F00115414,625,1,0,2,20,22.0,10,1,7
43841,F00115419,625,1,0,2,30,,14,3,7
43842,F00115424,625,1,0,2,60,25.0,5,2,7
43843,F00115426,677,1,0,2,5,15.0,21,2,7
43844,F00115428,677,1,0,2,10,10.0,21,3,7
43845,F00115429,677,1,0,2,10,13.0,16,3,7
43846,F00115430,677,1,0,2,10,17.0,9,1,7
43847,F00115432,677,1,0,2,10,,16,2,7
43848,F00115434,677,1,0,2,10,34.0,0,1,6
43849,F00115437,677,1,0,2,15,16.0,19,2,7
43850,F00115438,677,1,0,2,15,17.0,16,2,7
43851,F00115440,677,1,0,2,15,22.0,8,2,7
43852,F00115441,677,1,0,2,15,27.0,0,1,6
43853,F00115444,677,1,0,2,20,13.0,13,3,7
43854,F00115446,677,1,0,2,20,17.0,13,2,7
43855,F00115450,677,1,0,2,20,31.0,1,1,7
43856,F00115463,731,1,0,2,5,21.0,13,2,7
43857,F00115469,731,1,0,2,15,22.0,8,2,7
43858,F00115470,732,1,0,2,20,14.0,20,2,7
43859,F00115471,731,1,0,2,25,33.0,4,3,7
43860,F00115473,731,1,0,2,30,,0,2,6
43861,F00115475,732,1,0,2,40,19.0,13,1,7
43862,F00115478,789,1,0,2,20,18.0,17,2,7
43863,F00115481,789,1,0,2,10,13.0,15,2,7
43864,F00115487,789,1,0,2,15,30.0,5,3,7
43865,F00115488,790,1,0,2,15,31.0,1,2,7
43866,F00115489,789,1,0,2,20,,21,1,7
43867,F00115490,790,1,0,2,20,16.0,21,1,7
43868,F00115491,789,1,0,2,20,,0,3,6
43869,F00115493,789,1,0,2,20,28.0,2,3,7
43870,F00115494,790,1,0,2,20,28.0,8,2,7
43871,F00115497,789,1,0,2,30,35.0,0,1,6
43872,F00115498,789,1,0,2,30,35.0,4,2,7
43873,F00115499,789,1,0,2,40,30.0,3,3,7
43874,F00115514,851,1,0,2,20,25.0,4,2,7
43875,F00115515,851,1,0,2,20,25.0,6,1,7
43876,F00115520,851,1,0,2,30,28.0,1,1,7
43877,F00115521,851,1,0,2,30,28.0,9,2,7
43878,F00115524,851,1,0,2,20,20.0,18,1,7
43879,F00115529,916,1,0,2,10,5.0,0,3,6
43880,F00115531,916,1,0,2,10,14.0,14,2,7
43881,F00115534,916,1,0,2,10,25.0,8,1,7
43882,F00115535,915,1,0,2,10,36.0,1,1,7
43883,F00115537,915,1,0,2,15,,11,1,7
43884,F00115542,916,1,0,2,20,30.0,5,1,7
43885,F00115547,915,1,0,2,40,33.0,7,1,7
43886,F00115550,984,1,0,2,5,25.0,14,2,7
43887,F00115553,984,1,0,2,10,13.0,16,3,7
43888,F00115554,984,1,0,2,10,17.0,22,1,7
43889,F00115555,984,1,0,2,10,23.0,10,2,7
43890,F00115558,984,1,0,2,20,15.0,13,1,7
43891,F00115559,984,1,0,2,20,22.0,17,2,7
43892,F00115560,984,1,0,2,20,,2,1,7
43893,F00115563,984,1,0,2,25,18.0,16,2,7
43894,F00115565,984,1,0,2,40,20.0,18,2,7
43895,F00115566,984,1,0,2,40,24.0,18,3,7
43896,F00115567,984,1,0,2,40,27.0,12,3,7
43897,F00115569,984,1,0,2,40,34.0,4,2,7
43898,F00115571,984,1,0,2,60,20.0,16,2,7
43899,F00115573,1056,1,0,2,5,14.0,25,3,7
43900,F00115575,1056,1,0,2,5,10.0,26,1,7
43901,F00115582,1056,1,0,2,10,30.0,9,1,7
43902,F00115585,1056,1,0,2,15,35.0,0,1,6
43903,F00115588,1056,1,0,2,20,24.0,17,2,7
43904,F00115589,1056,1,0,2,20,25.0,8,3,7
43905,F00115592,1056,1,0,2,20,29.0,3,2,7
43906,F00115593,1056,1,0,2,25,36.0,4,2,7
43907,F00115596,1056,1,0,2,50,43.0,1,1,7
43908,F00115598,1132,1,0,2,10,13.0,3,3,7
43909,F00115601,1132,1,0,2,10,20.0,17,2,7
43910,F00115607,1132,1,0,2,15,20.0,8,2,7
43911,F00115608,1132,1,0,2,20,10.0,15,3,7
43912,F00115611,1132,1,0,2,20,37.0,2,2,7
43913,F00115612,1132,1,0,2,25,30.0,13,2,7
43914,F00115615,1132,1,0,2,30,31.0,0,3,6
43915,F00115618,1132,1,0,2,40,,7,3,7
43916,F00115620,1212,1,0,2,5,6.0,29,2,7
43917,F00115625,1212,1,0,2,10,18.0,24,2,7
43918,F00115626,1212,1,0,2,10,20.0,29,3,7
43919,F00115629,1212,1,0,2,10,34.0,9,2,7
43920,F00115630,1212,1,0,2,15,25.0,16,1,7
43921,F00115631,1212,1,0,2,15,26.0,2,1,7
43922,F00115633,1212,1,0,2,20,26.0,17,1,7
43923,F00115634,1212,1,0,2,20,27.0,1,2,7
43924,F00115637,1212,1,0,2,25,40.0,3,1,7
43925,F00115645,1297,1,0,2,5,15.0,16,2,7
43926,F00115647,1297,1,0,2,5,25.0,0,2,6
43927,F00115653,1297,1,0,2,10,37.0,3,2,7
43928,F00115654,1297,1,0,2,15,10.0,24,2,7
43929,F00115655,1297,1,0,2,15,24.0,17,2,7
43930,F00115658,1296,1,0,2,20,23.0,16,2,7
43931,F00115660,1296,1,0,2,20,31.0,4,3,7
43932,F00115662,1296,1,0,2,20,36.0,10,1,7
43933,F00115663,1296,1,0,2,30,,0,1,6
43934,F00115666,1296,1,0,2,40,42.0,1,1,7
43935,F00115670,1385,1,0,2,10,9.0,10,2,7
43936,F00115673,1385,1,0,2,10,28.0,13,1,7
43937,F00115675,1385,1,0,2,15,26.0,14,1,7
43938,F00115679,1385,1,0,2,20,22.0,18,2,7
43939,F00115680,1385,1,0,2,20,25.0,19,1,7
43940,F00115685,1385,1,0,2,40,20.0,15,3,7
43941,F00115687,1385,1,0,2,15,35.0,6,2,7
43942,F00115693,1478,1,0,2,10,20.0,25,1,7
43943,F00115694,1478,1,0,2,10,25.0,12,3,7
43944,F00115699,1478,1,0,2,15,22.0,20,2,7
43945,F00115700,1478,1,0,2,15,26.0,18,1,7
43946,F00115704,1478,1,0,2,20,33.0,10,2,7
43947,F00115711,1478,1,0,2,30,34.0,14,3,7
43948,F00115713,1478,1,0,2,30,48.0,0,2,6
43949,F00115715,1478,1,0,2,30,46.0,3,2,7
43950,F00115719,1576,1,0,2,5,10.0,28,2,7
43951,F00115721,1575,1,0,2,15,,31,2,7
43952,F00115726,1576,1,0,2,20,23.0,5,2,7
43953,F00115727,1576,1,0,2,20,27.0,15,1,7
43954,F00115729,1576,1,0,2,20,37.0,8,1,7
43955,F00115730,1576,1,0,2,25,28.0,15,3,7
43956,F00115732,1576,1,0,2,30,35.0,11,3,7
43957,F00115733,1576,1,0,2,40,20.0,18,2,7
43958,F00115734,1576,1,0,2,60,23.0,20,2,7
43959,F00115735,1576,1,0,2,5,,15,2,7
43960,F00115739,1678,1,0,2,5,38.0,1,2,7
43961,F00115740,1678,1,0,2,5,,2,3,7
43962,F00115742,1678,1,0,2,10,15.0,29,1,7
43963,F00115743,1678,1,0,2,10,16.0,24,3,7
43964,F00115746,1678,1,0,2,10,27.0,12,1,7
43965,F00115748,1678,1,0,2,15,18.0,29,2,7
43966,F00115750,1678,1,0,2,20,20.0,14,2,7
43967,F00115751,1678,1,0,2,20,25.0,4,1,7
43968,F00115752,1678,1,0,2,20,25.0,7,1,7
43969,F00115755,1678,1,0,2,20,30.0,7,2,7
43970,F00115757,1678,1,0,2,20,36.0,9,1,7
43971,F00115758,1678,1,0,2,20,37.0,6,3,7
43972,F00115760,1678,1,0,2,20,43.0,5,1,7
43973,F00115761,1678,1,0,2,30,16.0,13,3,7
43974,F00115763,1678,1,0,2,40,43.0,2,3,7
43975,F00115764,1678,1,0,2,40,44.0,3,1,7
43976,F00115765,1678,1,0,2,30,39.0,5,2,7
43977,F00115767,1785,1,0,2,10,35.0,8,2,7
43978,F00115769,1786,1,0,2,15,20.0,25,1,7
43979,F00115773,1786,1,0,2,20,29.0,15,2,7
43980,F00115776,1785,1,0,2,30,35.0,11,3,7
43981,F00115777,1785,1,0,2,40,,25,2,7
43982,F00115778,1785,1,0,2,50,42.0,3,2,7
43983,F00115779,1898,1,0,2,5,15.0,31,3,7
43984,F00115780,1898,1,0,2,5,31.0,18,3,7
43985,F00115785,1898,1,0,2,10,44.0,0,2,6
43986,F00115787,1898,1,0,2,10,49.0,2,3,7
43987,F00115792,1898,1,0,2,20,45.0,3,2,7
43988,F00115793,1898,1,0,2,20,46.0,2,1,7
43989,F00115794,1898,1,0,2,25,35.0,6,3,7
43990,F00115801,1898,1,0,2,20,30.0,11,3,7
43991,F00115802,1898,1,0,2,20,40.0,6,3,7
43992,F00115805,2016,1,0,2,10,,32,1,7
43993,F00115807,2016,1,0,2,10,27.0,20,1,7
43994,F00115808,2016,1,0,2,15,15.0,33,1,7
43995,F00115809,2016,1,0,2,15,19.0,28,3,7
43996,F00115810,2015,1,0,2,15,31.0,14,1,7
43997,F00115811,2015,1,0,2,20,14.0,9,3,7
43998,F00115812,2015,1,0,2,20,39.0,7,1,7
43999,F00115813,2015,1,0,2,30,29.0,20,2,7
44000,F00115821,2015,1,0,2,10,25.0,17,2,7
44001,F00115824,2139,1,0,2,5,30.0,18,1,7
44002,F00115825,2138,1,0,2,10,9.0,37,2,7
44003,F00115826,2138,1,0,2,10,35.0,6,3,7
44004,F00115827,2138,1,0,2,10,42.0,7,2,7
44005,F00115828,2139,1,0,2,15,45.0,2,2,7
44006,F00115829,2138,1,0,2,20,,13,2,7
44007,F00115830,2139,1,0,2,20,35.0,19,2,7
44008,F00115831,2139,1,0,2,20,,6,3,7
44009,F00115834,2139,1,0,2,30,50.0,2,2,7
44010,F00115835,2138,1,0,2,40,24.0,20,3,7
44011,F00115836,2139,1,0,2,40,37.0,13,2,7
44012,F00115842,2267,1,0,2,5,15.0,24,2,7
44013,F00115843,2267,1,0,2,5,36.0,6,3,7
44014,F00115845,2267,1,0,2,5,45.0,4,2,7
44015,F00115852,2267,1,0,2,40,28.0,18,2,7
44016,F00115856,2401,1,0,2,5,36.0,10,1,7
44017,F00115859,2402,1,0,2,10,30.0,2,2,7
44018,F00115863,2402,1,0,2,20,5.0,35,2,7
44019,F00115866,2401,1,0,2,25,40.0,5,3,7
44020,F00115868,2402,1,0,2,40,43.0,9,2,7
44021,F00115870,2401,1,0,2,10,32.0,21,1,7
44022,F00115871,2542,1,0,2,5,,11,2,7
44023,F00115872,2542,1,0,2,10,18.0,33,2,7
44024,F00115873,2541,1,0,2,10,,11,2,7
44025,F00115875,2542,1,0,2,10,,11,1,7
44026,F00115876,2542,1,0,2,10,45.0,8,2,7
44027,F00115880,2542,1,0,2,20,6.0,41,2,7
44028,F00115885,2541,1,0,2,20,46.0,2,2,7
44029,F00115889,2688,1,0,2,15,36.0,8,1,7
44030,F00115890,2688,1,0,2,15,,27,1,7
44031,F00115891,2688,1,0,2,30,14.0,37,2,7
44032,F00115896,2687,1,0,2,10,30.0,15,3,7
44033,F00115897,2840,1,0,2,5,10.0,33,3,7
44034,F00115898,2840,1,0,2,10,11.0,43,1,7
44035,F00115899,2840,1,0,2,10,13.0,24,2,7
44036,F00115900,2840,1,0,2,10,30.0,18,1,7
44037,F00115901,2840,1,0,2,10,35.0,13,1,7
44038,F00115903,2840,1,0,2,10,40.0,12,3,7
44039,F00115905,2840,1,0,2,20,16.0,36,2,7
44040,F00115910,2840,1,0,2,15,50.0,1,2,7
44041,F00115911,2840,1,0,2,5,10.0,43,2,7
44042,F00115914,2999,1,0,2,5,48.0,10,2,7
44043,F00115924,3164,1,0,2,10,60.0,5,3,7
44044,F00115926,3164,1,0,2,60,20.0,45,3,7
44045,F00115928,3516,1,0,2,5,10.0,17,2,7
44046,F00115929,3516,1,0,2,5,23.0,29,2,7
44047,F00115930,3516,1,0,2,10,24.0,18,1,7
44048,F00115935,3516,1,0,2,30,50.0,11,1,7
44049,F00115942,4096,1,0,2,60,36.0,15,1,7
44050,F00115950,448,0,1,1,0,0.0,0,1,4
44051,F00115954,731,1,1,1,0,0.0,0,2,5
44052,F00115957,851,0,0,1,0,0.0,0,3,3
44053,F00115958,851,1,0,1,0,0.0,0,3,4
44054,F00115959,916,1,1,1,0,0.0,0,1,5
44055,F00115960,1056,1,0,1,0,0.0,0,1,4
44056,F00115961,1056,1,0,1,0,0.0,0,2,4
44057,F00115966,1478,0,0,1,0,0.0,0,1,3
44058,F00115968,1576,1,0,1,0,0.0,0,2,4
44059,F00115974,1785,0,1,1,0,0.0,0,2,4
44060,F00115983,2401,0,0,1,0,0.0,0,1,3
44061,F00115985,2541,0,0,1,0,0.0,0,1,3
44062,F00115987,2688,1,1,1,0,0.0,0,2,5
44063,F00115988,2840,0,0,1,0,,0,2,4
44064,F00115992,3337,0,0,1,0,0.0,0,1,3
44065,F00115999,151,0,0,3,50,27.0,0,2,5
44066,F00116002,168,0,0,3,5,,0,2,5
44067,F00116004,169,0,1,3,10,9.0,0,1,6
44068,F00116005,168,0,1,3,10,17.0,0,2,6
44069,F00116008,188,0,0,3,40,,0,2,5
44070,F00116010,188,0,1,3,20,5.0,0,1,6
44071,F00116012,188,0,1,3,20,19.0,0,2,6
44072,F00116013,188,0,1,3,40,,0,3,6
44073,F00116015,209,0,0,3,5,15.0,0,2,5
44074,F00116016,209,0,0,3,10,10.0,0,3,5
44075,F00116019,209,0,0,3,45,25.0,0,1,5
44076,F00116020,209,0,1,3,10,17.0,0,2,6
44077,F00116022,209,0,1,3,35,10.0,0,2,6
44078,F00116024,231,0,0,3,20,16.0,0,2,5
44079,F00116028,232,0,1,3,5,26.0,0,1,6
44080,F00116029,232,0,1,3,15,24.0,0,3,6
44081,F00116030,232,0,1,3,30,18.0,0,2,6
44082,F00116032,256,0,0,3,60,29.0,0,3,5
44083,F00116034,256,0,1,3,30,,0,1,6
44084,F00116041,311,0,0,3,10,14.0,0,2,5
44085,F00116045,312,0,1,3,50,26.0,0,2,6
44086,F00116046,342,0,0,3,20,27.0,0,2,5
44087,F00116059,411,0,0,3,30,31.0,0,3,5
44088,F00116060,410,0,0,3,45,28.0,0,2,5
44089,F00116061,411,0,0,3,60,20.0,0,2,5
44090,F00116063,410,0,0,3,20,24.0,0,2,5
44091,F00116064,410,0,1,3,20,15.0,0,2,6
44092,F00116065,410,0,1,3,40,13.0,0,3,6
44093,F00116072,448,0,1,3,5,13.0,0,2,6
44094,F00116073,448,0,1,3,15,26.0,0,2,6
44095,F00116077,448,0,1,3,50,25.0,0,2,6
44096,F00116080,488,0,0,3,5,17.0,0,2,5
44097,F00116083,488,0,0,3,20,30.0,0,2,5
44098,F00116086,488,0,0,3,45,26.0,0,3,5
44099,F00116087,488,0,0,3,40,33.0,0,2,5
44100,F00116089,488,0,1,3,5,23.0,0,1,6
44101,F00116090,488,0,1,3,10,9.0,0,1,6
44102,F00116091,488,0,1,3,10,14.0,0,1,6
44103,F00116093,489,0,1,3,10,38.0,0,1,6
44104,F00116099,488,0,1,3,50,30.0,0,1,6
44105,F00116105,531,0,0,3,35,39.0,0,1,5
44106,F00116107,531,0,1,3,20,10.0,0,2,6
44107,F00116109,531,0,1,3,35,26.0,0,1,6
44108,F00116115,577,0,0,3,20,15.0,0,1,5
44109,F00116118,577,0,0,3,50,39.0,0,3,5
44110,F00116119,577,0,0,3,60,33.0,0,2,5
44111,F00116121,577,0,1,3,15,39.0,0,1,6
44112,F00116123,577,0,1,3,80,23.0,0,2,6
44113,F00116127,625,0,0,3,5,27.0,0,2,5
44114,F00116128,625,0,0,3,10,22.0,0,1,5
44115,F00116129,625,0,0,3,10,30.0,0,1,5
44116,F00116133,626,0,0,3,80,35.0,0,1,5
44117,F00116134,625,0,0,3,20,33.0,0,3,5
44118,F00116136,625,0,1,3,20,10.0,0,1,6
44119,F00116137,625,0,1,3,40,15.0,0,3,6
44120,F00116139,625,0,1,3,50,29.0,0,2,6
44121,F00116141,625,0,1,3,10,32.0,0,2,6
44122,F00116142,626,0,1,3,20,32.0,0,2,6
44123,F00116144,626,0,1,3,25,28.0,0,2,6
44124,F00116146,677,0,0,3,5,26.0,0,2,5
44125,F00116153,677,0,0,3,40,36.0,0,2,5
44126,F00116156,677,0,0,3,20,42.0,0,1,5
44127,F00116158,677,0,0,3,20,38.0,0,2,5
44128,F00116165,677,0,1,3,35,39.0,0,2,6
44129,F00116170,677,0,1,3,60,26.0,0,2,6
44130,F00116173,732,0,0,3,15,32.0,0,2,5
44131,F00116174,732,0,0,3,20,34.0,0,2,5
44132,F00116175,732,0,0,3,20,,0,2,5
44133,F00116176,732,0,0,3,40,22.0,0,2,5
44134,F00116177,732,0,0,3,40,41.0,0,1,5
44135,F00116178,732,0,1,3,5,7.0,0,1,6
44136,F00116184,731,0,1,3,40,38.0,0,2,6
44137,F00116187,732,0,1,3,10,28.0,0,2,6
44138,F00116188,731,0,1,3,30,39.0,0,2,6
44139,F00116189,731,0,1,3,20,,0,2,6
44140,F00116190,732,0,1,3,20,40.0,0,3,6
44141,F00116198,789,0,1,3,10,31.0,0,2,6
44142,F00116201,790,0,1,3,30,37.0,0,2,6
44143,F00116204,789,0,1,3,45,27.0,0,2,6
44144,F00116206,790,0,1,3,40,36.0,0,2,6
44145,F00116207,789,0,1,3,40,40.0,0,2,6
44146,F00116209,850,0,0,3,30,31.0,0,2,5
44147,F00116211,850,0,0,3,40,,0,1,5
44148,F00116214,851,0,0,3,20,40.0,0,2,5
44149,F00116217,851,0,1,3,10,,0,2,6
44150,F00116218,851,0,1,3,15,42.0,0,3,6
44151,F00116219,851,0,1,3,15,,0,2,6
44152,F00116222,851,0,1,3,60,42.0,0,3,6
44153,F00116223,851,0,1,3,70,39.0,0,2,6
44154,F00116226,851,0,1,3,30,,0,1,6
44155,F00116227,916,0,0,3,15,33.0,0,3,5
44156,F00116228,915,0,0,3,20,12.0,0,2,5
44157,F00116230,915,0,0,3,25,31.0,0,1,5
44158,F00116233,915,0,0,3,20,35.0,0,2,5
44159,F00116234,915,0,0,3,20,34.0,0,2,5
44160,F00116235,915,0,0,3,40,,0,2,5
44161,F00116240,916,0,1,3,45,,0,2,6
44162,F00116241,915,0,1,3,60,41.0,0,2,6
44163,F00116243,915,0,1,3,80,,0,3,6
44164,F00116247,984,0,0,3,10,34.0,0,1,5
44165,F00116250,984,0,0,3,20,24.0,0,3,5
44166,F00116252,984,0,0,3,50,35.0,0,2,5
44167,F00116258,984,0,1,3,40,40.0,0,2,6
44168,F00116260,984,0,1,3,55,40.0,0,1,6
44169,F00116261,984,0,1,3,60,33.0,0,3,6
44170,F00116266,984,0,1,3,30,41.0,0,1,6
44171,F00116267,984,0,1,3,50,40.0,0,2,6
44172,F00116269,1056,0,0,3,5,37.0,0,2,5
44173,F00116271,1056,0,0,3,25,39.0,0,2,5
44174,F00116272,1056,0,0,3,45,45.0,0,2,5
44175,F00116273,1056,0,0,3,60,35.0,0,2,5
44176,F00116277,1056,0,0,3,30,35.0,0,1,5
44177,F00116279,1056,0,1,3,10,16.0,0,3,6
44178,F00116282,1056,0,1,3,25,31.0,0,2,6
44179,F00116284,1056,0,1,3,40,39.0,0,2,6
44180,F00116290,1132,0,0,3,15,43.0,0,1,5
44181,F00116292,1132,0,0,3,35,35.0,0,2,5
44182,F00116293,1132,0,0,3,40,36.0,0,2,5
44183,F00116297,1132,0,0,3,40,37.0,0,2,5
44184,F00116298,1132,0,1,3,5,,0,1,6
44185,F00116302,1132,0,1,3,20,40.0,0,2,6
44186,F00116311,1212,0,0,3,10,25.0,0,1,5
44187,F00116312,1212,0,0,3,20,32.0,0,1,5
44188,F00116313,1212,0,0,3,30,36.0,0,1,5
44189,F00116316,1212,0,0,3,90,47.0,0,2,5
44190,F00116317,1212,0,0,3,40,41.0,0,1,5
44191,F00116324,1212,0,1,3,15,32.0,0,2,6
44192,F00116328,1296,0,0,3,5,40.0,0,2,5
44193,F00116329,1296,0,0,3,15,38.0,0,1,5
44194,F00116330,1296,0,0,3,20,26.0,0,2,5
44195,F00116334,1296,0,0,3,30,,0,2,5
44196,F00116336,1297,0,0,3,20,50.0,0,2,5
44197,F00116337,1296,0,0,3,10,46.0,0,2,5
44198,F00116339,1297,0,0,3,25,40.0,0,2,5
44199,F00116342,1296,0,1,3,30,30.0,0,1,6
44200,F00116344,1297,0,1,3,30,44.0,0,3,6
44201,F00116346,1296,0,1,3,45,38.0,0,3,6
44202,F00116349,1297,0,1,3,20,39.0,0,1,6
44203,F00116353,1385,0,0,3,15,48.0,0,1,5
44204,F00116354,1385,0,0,3,20,29.0,0,2,5
44205,F00116355,1385,0,0,3,40,44.0,0,2,5
44206,F00116358,1385,0,0,3,45,,0,1,5
44207,F00116359,1385,0,0,3,30,36.0,0,1,5
44208,F00116361,1385,0,0,3,10,42.0,0,2,5
44209,F00116364,1385,0,1,3,5,46.0,0,1,6
44210,F00116365,1385,0,1,3,10,26.0,0,3,6
44211,F00116366,1385,0,1,3,10,42.0,0,2,6
44212,F00116370,1385,0,1,3,30,48.0,0,1,6
44213,F00116372,1385,0,1,3,35,41.0,0,2,6
44214,F00116373,1385,0,1,3,50,22.0,0,3,6
44215,F00116377,1478,0,0,3,10,40.0,0,1,5
44216,F00116379,1478,0,0,3,15,43.0,0,2,5
44217,F00116383,1478,0,0,3,20,42.0,0,2,5
44218,F00116385,1478,0,0,3,40,40.0,0,1,5
44219,F00116386,1478,0,0,3,40,,0,2,5
44220,F00116390,1478,0,0,3,20,45.0,0,2,5
44221,F00116392,1478,0,0,3,30,35.0,0,2,5
44222,F00116396,1478,0,1,3,60,43.0,0,1,6
44223,F00116398,1478,0,1,3,20,50.0,0,3,6
44224,F00116401,1478,0,1,3,40,45.0,0,1,6
44225,F00116404,1478,0,1,3,50,50.0,0,1,6
44226,F00116405,1478,0,1,3,25,50.0,0,2,6
44227,F00116413,1575,0,0,3,40,47.0,0,1,5
44228,F00116415,1575,0,0,3,20,27.0,0,2,5
44229,F00116416,1576,0,0,3,15,40.0,0,1,5
44230,F00116419,1576,0,1,3,10,46.0,0,3,6
44231,F00116420,1576,0,1,3,30,48.0,0,2,6
44232,F00116423,1576,0,1,3,20,42.0,0,3,6
44233,F00116424,1576,0,1,3,35,49.0,0,2,6
44234,F00116425,1678,0,0,3,20,51.0,0,2,5
44235,F00116431,1678,0,0,3,30,40.0,0,2,5
44236,F00116434,1678,0,1,3,10,21.0,0,2,6
44237,F00116435,1678,0,1,3,15,47.0,0,1,6
44238,F00116438,1678,0,1,3,20,46.0,0,3,6
44239,F00116440,1678,0,1,3,20,40.0,0,1,6
44240,F00116444,1785,0,0,3,15,42.0,0,1,5
44241,F00116445,1786,0,0,3,15,48.0,0,1,5
44242,F00116457,1786,0,1,3,30,43.0,0,3,6
44243,F00116460,1898,0,0,3,5,53.0,0,3,5
44244,F00116461,1898,0,0,3,10,20.0,0,1,5
44245,F00116463,1898,0,0,3,10,36.0,0,2,5
44246,F00116464,1898,0,0,3,30,52.0,0,3,5
44247,F00116465,1898,0,0,3,40,50.0,0,2,5
44248,F00116467,1898,0,0,3,30,50.0,0,2,5
44249,F00116470,1898,0,0,3,20,51.0,0,1,5
44250,F00116473,1898,0,1,3,10,42.0,0,2,6
44251,F00116477,1898,0,1,3,20,55.0,0,1,6
44252,F00116478,1898,0,1,3,25,,0,1,6
44253,F00116480,1898,0,1,3,30,,0,1,6
44254,F00116483,1898,0,1,3,40,51.0,0,2,6
44255,F00116484,1898,0,1,3,80,49.0,0,3,6
44256,F00116486,1898,0,1,3,20,38.0,0,1,6
44257,F00116488,2016,0,0,3,20,,0,2,5
44258,F00116490,2016,0,0,3,35,57.0,0,3,5
44259,F00116496,2016,0,1,3,15,30.0,0,3,6
44260,F00116498,2015,0,1,3,40,30.0,0,2,6
44261,F00116503,2015,0,1,3,30,51.0,0,1,6
44262,F00116505,2016,0,1,3,20,50.0,0,2,6
44263,F00116506,2138,0,0,3,10,,0,1,5
44264,F00116508,2139,0,0,3,50,53.0,0,2,5
44265,F00116511,2139,0,0,3,40,52.0,0,2,5
44266,F00116513,2138,0,1,3,20,41.0,0,3,6
44267,F00116515,2139,0,1,3,40,40.0,0,2,6
44268,F00116516,2139,0,1,3,10,52.0,0,3,6
44269,F00116520,2267,0,0,3,30,40.0,0,2,5
44270,F00116521,2267,0,0,3,30,53.0,0,1,5
44271,F00116523,2267,0,0,3,25,55.0,0,2,5
44272,F00116526,2267,0,0,3,40,,0,2,5
44273,F00116527,2267,0,0,3,20,48.0,0,2,5
44274,F00116528,2267,0,0,3,40,,0,2,5
44275,F00116531,2267,0,1,3,40,19.0,0,1,6
44276,F00116534,2267,0,1,3,50,48.0,0,1,6
44277,F00116535,2267,0,1,3,40,53.0,0,2,6
44278,F00116536,2267,0,1,3,10,47.0,0,1,6
44279,F00116540,2401,0,0,3,20,,0,2,5
44280,F00116543,2402,0,0,3,10,30.0,0,2,5
44281,F00116545,2401,0,0,3,20,58.0,0,3,5
44282,F00116547,2401,0,1,3,5,40.0,0,3,6
44283,F00116550,2401,0,1,3,20,52.0,0,2,6
44284,F00116552,2402,0,1,3,20,54.0,0,2,6
44285,F00116557,2542,0,0,3,20,49.0,0,2,5
44286,F00116558,2541,0,0,3,25,36.0,0,2,5
44287,F00116560,2541,0,0,3,45,56.0,0,2,5
44288,F00116564,2541,0,1,3,10,62.0,0,1,6
44289,F00116567,2541,0,1,3,35,50.0,0,1,6
44290,F00116569,2541,0,1,3,30,43.0,0,2,6
